move_const	move_name	type	category	power	accuracy	pp	priority	effect	target	flags	description	source_file	source_line	confidence
MOVE_FLORAL_HEALING	Floral Healing	TYPE_FAIRY	STATUS	0	0	10	0	EFFECT_HEAL_PULSE	SELECTED	healingMove	Restores an ally's HP.  Heals more on grass.	src/data/moves_info.h	15631	Measured
MOVE_HIGH_HORSEPOWER	High Horsepower	TYPE_GROUND	PHYSICAL	95	100	10	0	EFFECT_HIT	SELECTED	makesContact,kickingMove	Slams hard into the foe with  its entire body.	src/data/moves_info.h	15657	Measured
MOVE_STRENGTH_SAP	Strength Sap	TYPE_GRASS	STATUS	0	100	10	0	EFFECT_STRENGTH_SAP	SELECTED	NONE	Saps the foe's Attack to  heal HP, then drops Attack.	src/data/moves_info.h	15680	Measured
MOVE_SOLAR_BLADE	Solar Blade	TYPE_GRASS	PHYSICAL	125	100	10	0	EFFECT_SOLAR_BEAM	SELECTED	makesContact,slicingMove	Charges first turn, then  chops with a blade of light.	src/data/moves_info.h	15704	Measured
MOVE_LEAFAGE	Leafage	TYPE_GRASS	PHYSICAL	40	100	40	0	EFFECT_HIT	SELECTED	NONE	Attacks with a flurry of  small leaves.	src/data/moves_info.h	15730	Measured
MOVE_SPOTLIGHT	Spotlight	TYPE_NORMAL	STATUS	0	0	15	3	EFFECT_FOLLOW_ME	SELECTED	NONE	Makes the foe attack the  spotlighted Pokémon.	src/data/moves_info.h	15751	Measured
MOVE_TOXIC_THREAD	Toxic Thread	TYPE_POISON	STATUS	0	100	20	0	EFFECT_TOXIC_THREAD	SELECTED	NONE	Attacks with a thread that  poisons and drops Speed.	src/data/moves_info.h	15778	Measured
MOVE_LASER_FOCUS	Laser Focus	TYPE_NORMAL	STATUS	0	0	30	0	EFFECT_LASER_FOCUS	USER	ignoresProtect	Guarantees the next move  will be a critical hit.	src/data/moves_info.h	15801	Measured
MOVE_GEAR_UP	Gear Up	TYPE_STEEL	STATUS	0	0	20	0	EFFECT_GEAR_UP	USER	ignoresProtect,ignoresSubstitute	Boosts the attacks of  those with Plus or Minus.	src/data/moves_info.h	15826	Measured
MOVE_THROAT_CHOP	Throat Chop	TYPE_DARK	PHYSICAL	80	100	15	0	EFFECT_HIT	SELECTED	makesContact	Chops the throat to disable  sound moves for a while.	src/data/moves_info.h	15852	Measured
MOVE_POLLEN_PUFF	Pollen Puff	TYPE_BUG	SPECIAL	90	100	15	0	EFFECT_HIT_ENEMY_HEAL_ALLY	SELECTED	ballisticMove	Explodes on foes, but  restores ally's HP.	src/data/moves_info.h	15878	Measured
MOVE_ANCHOR_SHOT	Anchor Shot	TYPE_STEEL	PHYSICAL	80	100	20	0	EFFECT_HIT	SELECTED	makesContact	Strangles the foe with a  chain. The foe can't escape.	src/data/moves_info.h	15900	Measured
MOVE_PSYCHIC_TERRAIN	Psychic Terrain	TYPE_PSYCHIC	STATUS	0	0	10	0	EFFECT_PSYCHIC_TERRAIN	ALL_BATTLERS	ignoresProtect	The ground turns weird for  5 turns. Blocks priority.	src/data/moves_info.h	15926	Measured
MOVE_LUNGE	Lunge	TYPE_BUG	PHYSICAL	80	100	15	0	EFFECT_HIT	SELECTED	makesContact	Lunges at the foe to lower  its Attack stat.	src/data/moves_info.h	15950	Measured
MOVE_FIRE_LASH	Fire Lash	TYPE_FIRE	PHYSICAL	80	100	15	0	EFFECT_HIT	SELECTED	makesContact	Whips the foe with fire  lowering its Defense.	src/data/moves_info.h	15976	Measured
MOVE_POWER_TRIP	Power Trip	TYPE_DARK	PHYSICAL	20	100	10	0	EFFECT_STORED_POWER	SELECTED	makesContact	It hits harder the more  stat boosts the user has.	src/data/moves_info.h	16002	Measured
MOVE_BURN_UP	Burn Up	TYPE_FIRE	SPECIAL	130	100	5	0	EFFECT_FAIL_IF_NOT_ARG_TYPE	SELECTED	thawsUser	Burns out the user fully  removing the Fire type.	src/data/moves_info.h	16024	Measured
MOVE_SPEED_SWAP	Speed Swap	TYPE_PSYCHIC	STATUS	0	0	10	0	EFFECT_SPEED_SWAP	SELECTED	ignoresSubstitute	Swaps user's Speed with  the target's.	src/data/moves_info.h	16051	Measured
MOVE_SMART_STRIKE	Smart Strike	TYPE_STEEL	PHYSICAL	70	0	10	0	EFFECT_HIT	SELECTED	makesContact	Hits with an accurate  horn that never misses.	src/data/moves_info.h	16074	Measured
MOVE_PURIFY	Purify	TYPE_POISON	STATUS	0	0	20	0	EFFECT_PURIFY	SELECTED	healingMove	Cures the foe's status  to restore HP.	src/data/moves_info.h	16096	Measured
MOVE_REVELATION_DANCE	Revelation Dance	TYPE_NORMAL	SPECIAL	100	100	15	0	EFFECT_REVELATION_DANCE	SELECTED	danceMove	Dances with mystical power.  Matches user's first type.	src/data/moves_info.h	16121	Measured
MOVE_CORE_ENFORCER	Core Enforcer	TYPE_DRAGON	SPECIAL	100	100	10	0	EFFECT_HIT	SELECTED	NONE	Hits with a ray that  nullifies the foe's ability.	src/data/moves_info.h	16143	Measured
MOVE_TROP_KICK	Trop Kick	TYPE_GRASS	PHYSICAL	70	100	15	0	EFFECT_HIT	SELECTED	makesContact,kickingMove	An intense kick from the  tropics. Lowers Attack.	src/data/moves_info.h	16168	Measured
MOVE_INSTRUCT	Instruct	TYPE_PSYCHIC	STATUS	0	0	15	0	EFFECT_INSTRUCT	SELECTED	ignoresSubstitute	Orders the target to use  its last move again.	src/data/moves_info.h	16195	Measured
MOVE_BEAK_BLAST	Beak Blast	TYPE_FLYING	PHYSICAL	100	100	15	-3	EFFECT_BEAK_BLAST	SELECTED	ballisticMove	Heats up beak to attack.  Burns foe on contact.	src/data/moves_info.h	16221	Measured
MOVE_CLANGING_SCALES	Clanging Scales	TYPE_DRAGON	SPECIAL	110	100	5	0	EFFECT_HIT	BOTH	soundMove	Makes a big noise with  its scales. Drops Defense.	src/data/moves_info.h	16250	Measured
MOVE_DRAGON_HAMMER	Dragon Hammer	TYPE_DRAGON	PHYSICAL	100	100	15	0	EFFECT_HIT	SELECTED	makesContact	Swings its whole body  like a hammer to damage.	src/data/moves_info.h	16277	Measured
MOVE_BRUTAL_SWING	Brutal Swing	TYPE_DARK	PHYSICAL	60	100	20	0	EFFECT_HIT	FOES_AND_ALLY	makesContact	Violently swings around  to hurt everyone nearby.	src/data/moves_info.h	16299	Measured
MOVE_AURORA_VEIL	Aurora Veil	TYPE_ICE	STATUS	0	0	20	0	EFFECT_AURORA_VEIL	USER	ignoresProtect	Weakens all attacks, but  only usable with hail.	src/data/moves_info.h	16321	Measured
MOVE_SHELL_TRAP	Shell Trap	TYPE_FIRE	SPECIAL	150	100	5	-3	EFFECT_SHELL_TRAP	BOTH	NONE	Sets a shell trap that  damages on contact.	src/data/moves_info.h	16346	Measured
MOVE_FLEUR_CANNON	Fleur Cannon	TYPE_FAIRY	SPECIAL	130	100	5	0	EFFECT_HIT	SELECTED	NONE	A strong ray that harshly  lowers Sp. Attack.	src/data/moves_info.h	16374	Measured
MOVE_PSYCHIC_FANGS	Psychic Fangs	TYPE_PSYCHIC	PHYSICAL	85	100	15	0	EFFECT_BRICK_BREAK	SELECTED	makesContact,bitingMove	Chomps with psychic fangs.  Destroys any barriers.	src/data/moves_info.h	16400	Measured
MOVE_STOMPING_TANTRUM	Stomping Tantrum	TYPE_GROUND	PHYSICAL	75	100	10	0	EFFECT_STOMPING_TANTRUM	SELECTED	makesContact	Stomps around angrily.  Stronger after a failure.	src/data/moves_info.h	16423	Measured
MOVE_SHADOW_BONE	Shadow Bone	TYPE_GHOST	PHYSICAL	85	100	10	0	EFFECT_HIT	SELECTED	NONE	Strikes with a haunted  bone. Might drop Defense.	src/data/moves_info.h	16446	Measured
MOVE_ACCELEROCK	Accelerock	TYPE_ROCK	PHYSICAL	40	100	20	1	EFFECT_HIT	SELECTED	makesContact	Hits with a high-speed  rock that always goes first.	src/data/moves_info.h	16472	Measured
MOVE_LIQUIDATION	Liquidation	TYPE_WATER	PHYSICAL	85	100	10	0	EFFECT_HIT	SELECTED	makesContact	Slams the foe with water.  Can lower Defense.	src/data/moves_info.h	16494	Measured
MOVE_PRISMATIC_LASER	Prismatic Laser	TYPE_PSYCHIC	SPECIAL	160	100	10	0	EFFECT_HIT	SELECTED	NONE	A high power laser that  forces recharge next turn.	src/data/moves_info.h	16520	Measured
MOVE_SPECTRAL_THIEF	Spectral Thief	TYPE_GHOST	PHYSICAL	90	100	10	0	EFFECT_SPECTRAL_THIEF	SELECTED	makesContact,ignoresSubstitute	Steals the target's stat  boosts, then attacks.	src/data/moves_info.h	16545	Measured
MOVE_SUNSTEEL_STRIKE	Sunsteel Strike	TYPE_STEEL	PHYSICAL	100	100	5	0	EFFECT_HIT	SELECTED	makesContact	A sun-fueled strike that  ignores abilities.	src/data/moves_info.h	16569	Measured
MOVE_MOONGEIST_BEAM	Moongeist Beam	TYPE_GHOST	SPECIAL	100	100	5	0	EFFECT_HIT	SELECTED	NONE	A moon-powered beam that  ignores abilities.	src/data/moves_info.h	16593	Measured
MOVE_TEARFUL_LOOK	Tearful Look	TYPE_NORMAL	STATUS	0	0	20	0	EFFECT_NOBLE_ROAR	SELECTED	ignoresProtect	The user tears up, dropping  Attack and Sp. Attack.	src/data/moves_info.h	16616	Measured
MOVE_ZING_ZAP	Zing Zap	TYPE_ELECTRIC	PHYSICAL	80	100	10	0	EFFECT_HIT	SELECTED	makesContact	An electrified impact that  can cause flinching.	src/data/moves_info.h	16640	Measured
MOVE_NATURES_MADNESS	Nature's Madness	TYPE_FAIRY	SPECIAL	1	100	10	0	EFFECT_SUPER_FANG	SELECTED	NONE	Halves the foe's HP with  the power of nature.	src/data/moves_info.h	16666	Measured
MOVE_MULTI_ATTACK	Multi-Attack	TYPE_NORMAL	PHYSICAL	120	100	10	0	EFFECT_CHANGE_TYPE_ON_ITEM	SELECTED	makesContact	An attack that changes  with Memories.	src/data/moves_info.h	16688	Measured
MOVE_MIND_BLOWN	Mind Blown	TYPE_FIRE	SPECIAL	150	100	5	0	EFFECT_MIND_BLOWN	FOES_AND_ALLY	NONE	It explodes the user's head  to damage everything around.	src/data/moves_info.h	16711	Measured
MOVE_PLASMA_FISTS	Plasma Fists	TYPE_ELECTRIC	PHYSICAL	100	100	15	0	EFFECT_HIT	SELECTED	makesContact,punchingMove	Hits with electrical fists.  Normal moves turn Electric.	src/data/moves_info.h	16733	Measured
MOVE_PHOTON_GEYSER	Photon Geyser	TYPE_PSYCHIC	SPECIAL	100	100	5	0	EFFECT_PHOTON_GEYSER	SELECTED	NONE	User's highest attack stat  determines its category.	src/data/moves_info.h	16762	Measured
MOVE_ZIPPY_ZAP	Zippy Zap	TYPE_ELECTRIC	PHYSICAL	50	100	5	2	EFFECT_HIT	SELECTED	makesContact,alwaysCriticalHit	Electric bursts always go  first and land a critical hit.	src/data/moves_info.h	16785	Measured
MOVE_SPLISHY_SPLASH	Splishy Splash	TYPE_WATER	SPECIAL	90	100	15	0	EFFECT_HIT	BOTH	NONE	A huge electrified wave that  may paralyze the foe.	src/data/moves_info.h	16806	Measured
MOVE_FLOATY_FALL	Floaty Fall	TYPE_FLYING	PHYSICAL	90	100	15	0	EFFECT_HIT	SELECTED	makesContact,gravityBanned	Floats in air and dives at  angle. May cause flinching.	src/data/moves_info.h	16829	Measured
MOVE_PIKA_PAPOW	Pika Papow	TYPE_ELECTRIC	SPECIAL	1	0	20	0	EFFECT_RETURN	SELECTED	NONE	Pikachu's love increases its  power. It never misses.	src/data/moves_info.h	16855	Measured
MOVE_BOUNCY_BUBBLE	Bouncy Bubble	TYPE_WATER	SPECIAL	90	100	5	0	EFFECT_ABSORB	SELECTED	NONE	An attack that absorbs  all the damage inflicted.	src/data/moves_info.h	16874	Measured
MOVE_BUZZY_BUZZ	Buzzy Buzz	TYPE_ELECTRIC	SPECIAL	60	100	20	0	EFFECT_HIT	SELECTED	NONE	Shoots a jolt of electricity  that always paralyzes.	src/data/moves_info.h	16899	Measured
MOVE_SIZZLY_SLIDE	Sizzly Slide	TYPE_FIRE	PHYSICAL	60	100	20	0	EFFECT_HIT	SELECTED	makesContact,thawsUser	User cloaked in fire charges.  Leaves the foe with a burn.	src/data/moves_info.h	16923	Measured
MOVE_GLITZY_GLOW	Glitzy Glow	TYPE_PSYCHIC	SPECIAL	80	95	15	0	EFFECT_HIT	SELECTED	NONE	Telekinetic force that sets  wall, lowering Sp. Atk damage.	src/data/moves_info.h	16949	Measured
MOVE_BADDY_BAD	Baddy Bad	TYPE_DARK	SPECIAL	80	95	15	0	EFFECT_HIT	SELECTED	NONE	Acting badly, attacks. Sets  wall, lowering Attack damage.	src/data/moves_info.h	16973	Measured
MOVE_SAPPY_SEED	Sappy Seed	TYPE_GRASS	PHYSICAL	95	100	5	0	EFFECT_HIT	SELECTED	NONE	Giant stalk scatters seeds  that drain HP every turn.	src/data/moves_info.h	16997	Measured
MOVE_FREEZY_FROST	Freezy Frost	TYPE_ICE	SPECIAL	95	100	5	0	EFFECT_HIT	SELECTED	NONE	Crystal from cold haze hits.  Eliminates all stat changes.	src/data/moves_info.h	17022	Measured
MOVE_SPARKLY_SWIRL	Sparkly Swirl	TYPE_FAIRY	SPECIAL	95	100	5	0	EFFECT_SPARKLY_SWIRL, // Temprorary	SELECTED	NONE	Wrap foe with whirlwind of  scent. Heals party's status.	src/data/moves_info.h	17046	Measured
MOVE_VEEVEE_VOLLEY	Veevee Volley	TYPE_NORMAL	PHYSICAL	1	0	20	0	EFFECT_RETURN	SELECTED	makesContact	Eevee's love increases its  power. It never misses.	src/data/moves_info.h	17070	Measured
MOVE_DOUBLE_IRON_BASH	Double Iron Bash	TYPE_STEEL	PHYSICAL	60	100	5	0	EFFECT_HIT	SELECTED	makesContact,punchingMove,strikeCount:2	The user spins and hits with  its arms. May cause flinch.	src/data/moves_info.h	17090	Measured
MOVE_DYNAMAX_CANNON	Dynamax Cannon	TYPE_DRAGON	SPECIAL	100	100	5	0	EFFECT_DYNAMAX_DOUBLE_DMG	SELECTED	NONE	Unleashes core energy.  2x against Dynamaxed foes.	src/data/moves_info.h	17120	Measured
MOVE_SNIPE_SHOT	Snipe Shot	TYPE_WATER	SPECIAL	70	100	15	0	EFFECT_SNIPE_SHOT	SELECTED	ballisticMove,criticalHitStage:2	Ignores redirection with  a very high crit rate.	src/data/moves_info.h	17150	Measured
MOVE_JAW_LOCK	Jaw Lock	TYPE_FIGHTING	PHYSICAL	90	100	10	0	EFFECT_HIT	SELECTED	makesContact,bitingMove	Prevents the target  from escaping.	src/data/moves_info.h	17173	Measured
MOVE_STUFF_CHEEKS	Stuff Cheeks	TYPE_NORMAL	STATUS	0	0	10	0	EFFECT_STUFF_CHEEKS	USER	ignoresProtect	Consumes the user's Berry,  then sharply raises Def.	src/data/moves_info.h	17200	Measured
MOVE_NO_RETREAT	No Retreat	TYPE_FIGHTING	STATUS	0	0	5	0	EFFECT_NO_RETREAT	USER	ignoresProtect	Raises all of the user's  stats but prevents escape.	src/data/moves_info.h	17224	Measured
MOVE_TAR_SHOT	Tar Shot	TYPE_ROCK	STATUS	0	100	15	0	EFFECT_TAR_SHOT	SELECTED	NONE	Lowers the foe's Speed and  makes it weak to Fire.	src/data/moves_info.h	17248	Measured
MOVE_MAGIC_POWDER	Magic Powder	TYPE_PSYCHIC	STATUS	0	100	20	0	EFFECT_SOAK	SELECTED	powderMove	Magic powder changes the  target into a Psychic-type.	src/data/moves_info.h	17270	Measured
MOVE_DRAGON_DARTS	Dragon Darts	TYPE_DRAGON	PHYSICAL	50	100	10	0	EFFECT_DRAGON_DARTS	SELECTED	strikeCount:2	The user attacks twice. Two  targets are hit once each.	src/data/moves_info.h	17294	Measured
MOVE_TEATIME	Teatime	TYPE_NORMAL	STATUS	0	0	10	0	EFFECT_TEATIME	ALL_BATTLERS	ignoresProtect,ignoresSubstitute	All Pokémon have teatime  and eat their Berries.	src/data/moves_info.h	17317	Measured
MOVE_OCTOLOCK	Octolock	TYPE_FIGHTING	STATUS	0	100	15	0	EFFECT_OCTOLOCK	SELECTED	NONE	Traps the foe to lower Def  and Sp. Def each turn.	src/data/moves_info.h	17341	Measured
MOVE_BOLT_BEAK	Bolt Beak	TYPE_ELECTRIC	PHYSICAL	85	100	10	0	EFFECT_BOLT_BEAK	SELECTED	makesContact	Double power if the user  moves before the target.	src/data/moves_info.h	17362	Measured
MOVE_FISHIOUS_REND	Fishious Rend	TYPE_WATER	PHYSICAL	85	100	10	0	EFFECT_BOLT_BEAK	SELECTED	makesContact,bitingMove	Double power if the user  moves before the target.	src/data/moves_info.h	17384	Measured
MOVE_COURT_CHANGE	Court Change	TYPE_NORMAL	STATUS	0	100	10	0	EFFECT_COURT_CHANGE	ALL_BATTLERS	ignoresProtect	The user swaps effects on  either side of the field.	src/data/moves_info.h	17407	Measured
MOVE_CLANGOROUS_SOUL	Clangorous Soul	TYPE_DRAGON	STATUS	0	100	5	0	EFFECT_CLANGOROUS_SOUL	USER	ignoresProtect,soundMove,danceMove	The user uses some of its  HP to raise all its stats.	src/data/moves_info.h	17429	Measured
MOVE_BODY_PRESS	Body Press	TYPE_FIGHTING	PHYSICAL	80	100	10	0	EFFECT_BODY_PRESS	SELECTED	makesContact	Does more damage the  higher the user's Def.	src/data/moves_info.h	17456	Measured
MOVE_DECORATE	Decorate	TYPE_FAIRY	STATUS	0	0	15	0	EFFECT_DECORATE	SELECTED	ignoresProtect	The user sharply raises  the target's Atk and Sp.Atk.	src/data/moves_info.h	17480	Measured
MOVE_DRUM_BEATING	Drum Beating	TYPE_GRASS	PHYSICAL	80	100	10	0	EFFECT_HIT	SELECTED	NONE	Plays a drum to attack.  The foe's Speed is lowered.	src/data/moves_info.h	17504	Measured
MOVE_SNAP_TRAP	Snap Trap	TYPE_STEEL	PHYSICAL	100	85	5	0	EFFECT_HIT	SELECTED	makesContact	Snares the target in a snap  trap for four to five turns.	src/data/moves_info.h	17530	Measured
MOVE_PYRO_BALL	Pyro Ball	TYPE_FIRE	PHYSICAL	120	90	5	0	EFFECT_HIT	SELECTED	ballisticMove,kickingMove,thawsUser	Launches a fiery ball at the  target. It may cause a burn.	src/data/moves_info.h	17557	Measured
MOVE_BEHEMOTH_BLADE	Behemoth Blade	TYPE_STEEL	PHYSICAL	100	100	5	0	EFFECT_DYNAMAX_DOUBLE_DMG	SELECTED	makesContact,slicingMove	Strikes as a sword. Deals 2x  damage to Dynamaxed foes.	src/data/moves_info.h	17586	Measured
MOVE_BEHEMOTH_BASH	Behemoth Bash	TYPE_STEEL	PHYSICAL	100	100	5	0	EFFECT_DYNAMAX_DOUBLE_DMG	SELECTED	makesContact	Attacks as a shield. Deals 2x  damage to Dynamaxed foes.	src/data/moves_info.h	17613	Measured
MOVE_AURA_WHEEL	Aura Wheel	TYPE_ELECTRIC	PHYSICAL	110	100	10	0	EFFECT_AURA_WHEEL	SELECTED	NONE	Raises Speed to attack. The  Type is based on its form.	src/data/moves_info.h	17639	Measured
MOVE_BREAKING_SWIPE	Breaking Swipe	TYPE_DRAGON	PHYSICAL	60	100	15	0	EFFECT_HIT	BOTH	makesContact	Swings its tail to attack.  Lowers the Atk of those hit.	src/data/moves_info.h	17666	Measured
MOVE_BRANCH_POKE	Branch Poke	TYPE_GRASS	PHYSICAL	40	100	40	0	EFFECT_HIT	SELECTED	makesContact	The user pokes the target  with a pointed branch.	src/data/moves_info.h	17693	Measured
MOVE_OVERDRIVE	Overdrive	TYPE_ELECTRIC	SPECIAL	80	100	10	0	EFFECT_HIT	BOTH	soundMove	The user twangs its guitar,  causing strong vibrations.	src/data/moves_info.h	17716	Measured
MOVE_APPLE_ACID	Apple Acid	TYPE_GRASS	SPECIAL	80	100	10	0	EFFECT_HIT	SELECTED	NONE	Attacks with tart apple acid  to lower the foe's Sp. Def.	src/data/moves_info.h	17740	Measured
MOVE_GRAV_APPLE	Grav Apple	TYPE_GRASS	PHYSICAL	80	100	10	0	EFFECT_GRAV_APPLE	SELECTED	NONE	Drops an apple from above.  Lowers the foe's Defense.	src/data/moves_info.h	17766	Measured
MOVE_SPIRIT_BREAK	Spirit Break	TYPE_FAIRY	PHYSICAL	75	100	15	0	EFFECT_HIT	SELECTED	makesContact	Attacks with spirit-breaking  force. Lowers Sp. Atk.	src/data/moves_info.h	17792	Measured
MOVE_STRANGE_STEAM	Strange Steam	TYPE_FAIRY	SPECIAL	90	100	10	0	EFFECT_HIT	SELECTED	NONE	Emits a strange steam to  potentially confuse the foe.	src/data/moves_info.h	17819	Measured
MOVE_LIFE_DEW	Life Dew	TYPE_WATER	STATUS	0	0	10	0	EFFECT_JUNGLE_HEALING	ALL_BATTLERS	ignoresProtect,healingMove,ignoresSubstitute	Scatters water to restore  the HP of itself and allies.	src/data/moves_info.h	17845	Measured
MOVE_OBSTRUCT	Obstruct	TYPE_DARK	STATUS	0	100	5	4	EFFECT_PROTECT	USER	ignoresProtect	Protects itself, harshly  lowering Def on contact.	src/data/moves_info.h	17872	Measured
MOVE_FALSE_SURRENDER	False Surrender	TYPE_DARK	PHYSICAL	80	0	10	0	EFFECT_HIT	SELECTED	makesContact	Bows to stab the foe  with hair. It never misses.	src/data/moves_info.h	17897	Measured
MOVE_METEOR_ASSAULT	Meteor Assault	TYPE_FIGHTING	PHYSICAL	160	100	5	0	EFFECT_HIT	SELECTED	NONE	Attacks with a thick leek.  The user must then rest.	src/data/moves_info.h	17920	Measured
MOVE_ETERNABEAM	Eternabeam	TYPE_DRAGON	SPECIAL	160	90	5	0	EFFECT_HIT	SELECTED	NONE	Eternatus' strongest move.  The user rests next turn.	src/data/moves_info.h	17947	Measured
MOVE_STEEL_BEAM	Steel Beam	TYPE_STEEL	SPECIAL	140	100	5	0	EFFECT_MAX_HP_50_RECOIL	SELECTED	NONE	Fires a beam of steel from  its body. It hurts the user.	src/data/moves_info.h	17973	Measured
MOVE_EXPANDING_FORCE	Expanding Force	TYPE_PSYCHIC	SPECIAL	80	100	10	0	EFFECT_EXPANDING_FORCE	SELECTED	NONE	Power goes up and damages  all foes on Psychic Terrain.	src/data/moves_info.h	17995	Measured
MOVE_STEEL_ROLLER	Steel Roller	TYPE_STEEL	PHYSICAL	130	100	5	0	EFFECT_HIT_SET_REMOVE_TERRAIN	SELECTED	makesContact	Destroys terrain. Fails if  ground isn't terrain.	src/data/moves_info.h	18016	Measured
MOVE_SCALE_SHOT	Scale Shot	TYPE_DRAGON	PHYSICAL	25	100	20	0	EFFECT_MULTI_HIT	SELECTED	NONE	Shoots scales 2 to 5 times.  Ups Speed, lowers defense.	src/data/moves_info.h	18040	Measured
MOVE_METEOR_BEAM	Meteor Beam	TYPE_ROCK	SPECIAL	120	100	10	0	EFFECT_TWO_TURNS_ATTACK	SELECTED	NONE	A 2-turn move that raises  Sp. Attack before attacking.	src/data/moves_info.h	18062	Measured
MOVE_SHELL_SIDE_ARM	Shell Side Arm	TYPE_POISON	SPECIAL	100	100	10	0	EFFECT_SHELL_SIDE_ARM	SELECTED	NONE	Deals better of physical and  special damage. May poison.	src/data/moves_info.h	18090	Measured
MOVE_DRACO_BARRAGE	Draco Barrage	TYPE_DRAGON	SPECIAL	100	100	5	0	EFFECT_SHELL_SIDE_ARM	SELECTED	recoil:33	Ignores Fairy immunity; 33%  recoil; best of phys. or spec.	src/data/moves_info.h	18115	Measured
MOVE_MISTY_EXPLOSION	Misty Explosion	TYPE_FAIRY	SPECIAL	100	100	5	0	EFFECT_EXPLOSION	FOES_AND_ALLY	NONE	Hit everything and faint.  Powers up on Misty Terrain.	src/data/moves_info.h	18138	Measured
MOVE_GRASSY_GLIDE	Grassy Glide	TYPE_GRASS	PHYSICAL	60	100	20	0	EFFECT_GRASSY_GLIDE	SELECTED	makesContact	Gliding on ground, hits. Goes  first on Grassy Terrain.	src/data/moves_info.h	18159	Measured
MOVE_RISING_VOLTAGE	Rising Voltage	TYPE_ELECTRIC	SPECIAL	70	100	20	0	EFFECT_RISING_VOLTAGE	SELECTED	NONE	This move's power doubles  when on Electric Terrain.	src/data/moves_info.h	18182	Measured
MOVE_TERRAIN_PULSE	Terrain Pulse	TYPE_NORMAL	SPECIAL	50	100	10	0	EFFECT_TERRAIN_PULSE	SELECTED	pulseMove	Type and power changes  depending on the terrain.	src/data/moves_info.h	18203	Measured
MOVE_SKITTER_SMACK	Skitter Smack	TYPE_BUG	PHYSICAL	70	100	10	0	EFFECT_HIT	SELECTED	makesContact	User skitters behind foe to  attack. Lowers foe's Sp. Atk.	src/data/moves_info.h	18225	Measured
MOVE_BURNING_JEALOUSY	Burning Jealousy	TYPE_FIRE	SPECIAL	70	100	5	0	EFFECT_HIT	BOTH	NONE	Foes that have stats upped  during the turn get burned.	src/data/moves_info.h	18251	Measured
MOVE_LASH_OUT	Lash Out	TYPE_DARK	PHYSICAL	75	100	5	0	EFFECT_LASH_OUT	SELECTED	makesContact	If stats lowered during this  turn, power is doubled.	src/data/moves_info.h	18277	Measured
MOVE_POLTERGEIST	Poltergeist	TYPE_GHOST	PHYSICAL	110	90	5	0	EFFECT_POLTERGEIST	SELECTED	NONE	Control foe's item to attack.  Fails if foe has no item.	src/data/moves_info.h	18299	Measured
MOVE_CORROSIVE_GAS	Corrosive Gas	TYPE_POISON	STATUS	0	100	40	0	EFFECT_CORROSIVE_GAS	FOES_AND_ALLY	NONE	Highly acidic gas melts items  held by surrounding Pokémon.	src/data/moves_info.h	18320	Measured
MOVE_COACHING	Coaching	TYPE_FIGHTING	STATUS	0	0	10	0	EFFECT_COACHING	ALLY	ignoresProtect,ignoresSubstitute	Properly coaches allies to  up their Attack and Defense.	src/data/moves_info.h	18342	Measured
MOVE_FLIP_TURN	Flip Turn	TYPE_WATER	PHYSICAL	60	100	20	0	EFFECT_HIT_ESCAPE	SELECTED	makesContact	Attacks and rushes back to  switch with a party Pokémon.	src/data/moves_info.h	18366	Measured
MOVE_TRIPLE_AXEL	Triple Axel	TYPE_ICE	PHYSICAL	20	90	10	0	EFFECT_TRIPLE_KICK	SELECTED	makesContact,kickingMove,strikeCount:3	A 3-kick attack that gets  more powerful with each hit.	src/data/moves_info.h	18388	Measured
MOVE_DUAL_WINGBEAT	Dual Wingbeat	TYPE_FLYING	PHYSICAL	40	100	10	0	EFFECT_HIT	SELECTED	makesContact,strikeCount:2	User slams the target with  wings and hits twice in a row.	src/data/moves_info.h	18412	Measured
MOVE_SCORCHING_SANDS	Scorching Sands	TYPE_GROUND	SPECIAL	70	100	10	0	EFFECT_HIT	SELECTED	thawsUser	Throws scorching sand at  the target. May leave a burn.	src/data/moves_info.h	18435	Measured
MOVE_JUNGLE_HEALING	Jungle Healing	TYPE_GRASS	STATUS	0	0	10	0	EFFECT_JUNGLE_HEALING	USER	ignoresProtect,healingMove,ignoresSubstitute	Heals HP and status of  itself and allies in battle.	src/data/moves_info.h	18461	Measured
MOVE_WICKED_BLOW	Wicked Blow	TYPE_DARK	PHYSICAL	75	100	5	0	EFFECT_HIT	SELECTED	makesContact,punchingMove,alwaysCriticalHit	Mastering the Dark style,  strikes with a critical hit.	src/data/moves_info.h	18487	Measured
MOVE_SURGING_STRIKES	Surging Strikes	TYPE_WATER	PHYSICAL	25	100	5	0	EFFECT_HIT	SELECTED	makesContact,punchingMove,strikeCount:3,alwaysCriticalHit	Mastering the Water style,  strikes with 3 critical hits.	src/data/moves_info.h	18512	Measured
MOVE_THUNDER_CAGE	Thunder Cage	TYPE_ELECTRIC	SPECIAL	80	90	15	0	EFFECT_HIT	SELECTED	NONE	Traps the foe in a cage of  electricity for   turns.	src/data/moves_info.h	18538	Measured
MOVE_DRAGON_ENERGY	Dragon Energy	TYPE_DRAGON	SPECIAL	150	100	5	0	EFFECT_POWER_BASED_ON_USER_HP	BOTH	NONE	The higher the user's HP  the more damage caused.	src/data/moves_info.h	18563	Measured
