species_const	species_name	checkpoint	roster_cp	roster_borrowed	level	floor_score	floor_moves	ceiling_score	ceiling_track	ceiling_ability	ceiling_nature	ceiling_item	ceiling_moves	ceiling_item_reliable	investment_delta	item_dependence	unreliable_best_item	ceiling_verdict_score	ceiling_win_rate	ceiling_chipped_win_rate	ceiling_outspeeds_rate	ceiling_mean_margin	cells	candidates_tested	beats_sample	loses_to_sample	confidence
SPECIES_OINKOLOGNE_M	Oinkologne-M	3	3	FALSE	25	0.7333	Yawn,Headbutt,Dig,Covet	1.0	physical	ABILITY_LINGERING_AROMA	Adamant	ITEM_FAIRY_FEATHER	Double-Edge,High Horsepower,Play Rough,Body Slam	TRUE	0.2667	0.0	NA	1.0	1.0	1.0	0.8	97.7	25	4	Gurdurr@Leader Brawly,Gurdurr@Leader Brawly2,Gurdurr@Leader Brawly3,Gurdurr@Leader Brawly4,Gurdurr@Leader Brawly5	NONE	Derived
SPECIES_OINKOLOGNE_F	Oinkologne-F	3	3	FALSE	25	0.7333	Yawn,Headbutt,Dig,Covet	1.0	physical	ABILITY_AROMA_VEIL	Adamant	ITEM_FAIRY_FEATHER	Double-Edge,High Horsepower,Play Rough,Body Slam	TRUE	0.2667	0.0	NA	1.0	1.0	1.0	0.8	97.5	25	4	Gurdurr@Leader Brawly,Gurdurr@Leader Brawly2,Gurdurr@Leader Brawly3,Gurdurr@Leader Brawly4,Gurdurr@Leader Brawly5	NONE	Derived
SPECIES_PAWMI	Pawmi	3	3	FALSE	25	0.2583	Bite,Dig,Nuzzle,Charge	1.0	physical	ABILITY_STATIC	Adamant	ITEM_FAIRY_FEATHER	Wild Charge,Play Rough,Dig,Spark	TRUE	0.7417	0.0	NA	1.0	1.0	1.0	0.6	97.1	25	8	Gurdurr@Leader Brawly,Gurdurr@Leader Brawly2,Gurdurr@Leader Brawly3,Gurdurr@Leader Brawly4,Gurdurr@Leader Brawly5	NONE	Derived
SPECIES_TOEDSCRUEL	Toedscruel	3	3	FALSE	25	0.5	Mud Shot,Screech,Mega Drain,Supersonic	1.0	special	ABILITY_CLEAR_BODY	Modest	ITEM_WEAKNESS_POLICY	Solar Beam,Earth Power,Sludge Bomb,Energy Ball	TRUE	0.5	0.0	NA	1.0	1.0	1.0	1.0	97.9	25	4	Gurdurr@Leader Brawly,Gurdurr@Leader Brawly2,Gurdurr@Leader Brawly3,Gurdurr@Leader Brawly4,Gurdurr@Leader Brawly5	NONE	Derived
SPECIES_GREAT_TUSK	Great Tusk	3	3	FALSE	25	0.85	Rapid Spin,Taunt,Bulldoze,Horn Attack	1.0	physical	ABILITY_PROTOSYNTHESIS	Jolly	ITEM_WEAKNESS_POLICY	Close Combat,Earthquake,Megahorn,Dig	TRUE	0.15	0.0	NA	1.0	1.0	1.0	1.0	98.1	25	4	Gurdurr@Leader Brawly,Gurdurr@Leader Brawly2,Gurdurr@Leader Brawly3,Gurdurr@Leader Brawly4,Gurdurr@Leader Brawly5	NONE	Derived
SPECIES_SCREAM_TAIL	Scream Tail	3	3	FALSE	25	0.2	Bite,Noble Roar,Howl,Pound	1.0	special	ABILITY_PROTOSYNTHESIS	Modest	ITEM_WEAKNESS_POLICY	Misty Explosion,Psychic,Focus Blast,Moonblast	TRUE	0.8	0.0	NA	1.0	1.0	1.0	1.0	98.3	25	4	Gurdurr@Leader Brawly,Gurdurr@Leader Brawly2,Gurdurr@Leader Brawly3,Gurdurr@Leader Brawly4,Gurdurr@Leader Brawly5	NONE	Derived
SPECIES_BRUTE_BONNET	Brute Bonnet	3	3	FALSE	25	0.8167	Synthesis,Mega Drain,Stun Spore,Absorb	1.0	physical	ABILITY_PROTOSYNTHESIS	Adamant	ITEM_WEAKNESS_POLICY	Leaf Blade,Knock Off,Close Combat,Seed Bomb	TRUE	0.1833	0.0	NA	1.0	1.0	1.0	0.6	97.5	25	4	Gurdurr@Leader Brawly,Gurdurr@Leader Brawly2,Gurdurr@Leader Brawly3,Gurdurr@Leader Brawly4,Gurdurr@Leader Brawly5	NONE	Derived
SPECIES_IRON_TREADS	Iron Treads	3	3	FALSE	25	0.5667	Rapid Spin,Bulldoze,Horn Attack,Defense Curl	1.0	physical	ABILITY_QUARK_DRIVE	Adamant	ITEM_WEAKNESS_POLICY	Earthquake,Iron Head,Megahorn,High Horsepower	TRUE	0.4333	0.0	NA	1.0	1.0	1.0	1.0	97.9	25	4	Gurdurr@Leader Brawly,Gurdurr@Leader Brawly2,Gurdurr@Leader Brawly3,Gurdurr@Leader Brawly4,Gurdurr@Leader Brawly5	NONE	Derived
SPECIES_WO_CHIEN	Wo-Chien	3	3	FALSE	25	0.5917	Leech Seed,Mega Drain,Poison Powder,Stun Spore	1.0	special	ABILITY_TABLETS_OF_RUIN	Modest	ITEM_WEAKNESS_POLICY	Solar Beam,Dark Hole,Hex,Energy Ball	TRUE	0.4083	0.0	NA	1.0	1.0	1.0	0.8	97.5	25	12	Gurdurr@Leader Brawly,Gurdurr@Leader Brawly2,Gurdurr@Leader Brawly3,Gurdurr@Leader Brawly4,Gurdurr@Leader Brawly5	NONE	Derived
SPECIES_WALKING_WAKE	Walking Wake	3	3	FALSE	25	0.75	Noble Roar,Water Pulse,Bite,Aqua Jet	1.0	special	ABILITY_PROTOSYNTHESIS	Modest	ITEM_LIFE_ORB	Draco Meteor,Hydro Pump,Hurricane,Draco Barrage	FALSE	0.25	0.0	NA	1.0	1.0	1.0	1.0	3.9	25	4	Gurdurr@Leader Brawly,Gurdurr@Leader Brawly2,Gurdurr@Leader Brawly3,Gurdurr@Leader Brawly4,Gurdurr@Leader Brawly5	NONE	Derived
SPECIES_IRON_LEAVES	Iron Leaves	3	3	FALSE	25	0.2833	Quick Guard,Retaliate,Take Down,Helping Hand	1.0	physical	ABILITY_QUARK_DRIVE	Adamant	ITEM_WEAKNESS_POLICY	Solar Blade,Close Combat,Megahorn,Leaf Blade	TRUE	0.7167	0.0	NA	1.0	1.0	1.0	1.0	98.1	25	4	Gurdurr@Leader Brawly,Gurdurr@Leader Brawly2,Gurdurr@Leader Brawly3,Gurdurr@Leader Brawly4,Gurdurr@Leader Brawly5	NONE	Derived
SPECIES_OKIDOGI	Okidogi	3	3	FALSE	25	0.8	Force Palm,Poison Fang,Howl,Bite	1.0	physical	ABILITY_TOXIC_CHAIN	Adamant	ITEM_WEAKNESS_POLICY	Focus Punch,Gunk Shot,High Horsepower,Close Combat	TRUE	0.2	0.0	NA	1.0	1.0	1.0	0.8	98.1	25	4	Gurdurr@Leader Brawly,Gurdurr@Leader Brawly2,Gurdurr@Leader Brawly3,Gurdurr@Leader Brawly4,Gurdurr@Leader Brawly5	NONE	Derived
SPECIES_FEZANDIPITI	Fezandipiti	3	3	FALSE	25	0.5167	Wing Attack,Attract,Quick Attack,Disarming Voice	1.0	special	ABILITY_TOXIC_CHAIN	Modest	ITEM_FAIRY_FEATHER	Sludge Wave,Moonblast,Hurricane,Sludge Bomb	TRUE	0.4833	0.0	NA	1.0	1.0	1.0	1.0	97.5	25	4	Gurdurr@Leader Brawly,Gurdurr@Leader Brawly2,Gurdurr@Leader Brawly3,Gurdurr@Leader Brawly4,Gurdurr@Leader Brawly5	NONE	Derived
SPECIES_GOUGING_FIRE	Gouging Fire	3	3	FALSE	25	0.7167	Bite,Howl,Fire Fang,Incinerate	1.0	physical	ABILITY_PROTOSYNTHESIS	Adamant	ITEM_WEAKNESS_POLICY	Flare Blitz,Dragon Claw,Earthquake,Temper Flare	TRUE	0.2833	0.0	NA	1.0	1.0	1.0	1.0	98.1	25	4	Gurdurr@Leader Brawly,Gurdurr@Leader Brawly2,Gurdurr@Leader Brawly3,Gurdurr@Leader Brawly4,Gurdurr@Leader Brawly5	NONE	Derived
SPECIES_RAGING_BOLT	Raging Bolt	3	3	FALSE	25	0.6833	Electric Terrain,Dragon Breath,Charge,Shock Wave	1.0	special	ABILITY_PROTOSYNTHESIS	Modest	ITEM_WEAKNESS_POLICY	Draco Meteor,Thunder,Solar Beam,Draco Barrage	TRUE	0.3167	0.0	NA	1.0	1.0	1.0	0.8	97.9	25	4	Gurdurr@Leader Brawly,Gurdurr@Leader Brawly2,Gurdurr@Leader Brawly3,Gurdurr@Leader Brawly4,Gurdurr@Leader Brawly5	NONE	Derived
SPECIES_IRON_CROWN	Iron Crown	3	3	FALSE	25	0.55	Iron Defense,Slash,Confusion,Electric Terrain	1.0	special	ABILITY_QUARK_DRIVE	Modest	ITEM_WEAKNESS_POLICY	Steel Beam,Future Sight,Focus Blast,Psychic	TRUE	0.45	0.0	NA	1.0	1.0	1.0	1.0	98.3	25	4	Gurdurr@Leader Brawly,Gurdurr@Leader Brawly2,Gurdurr@Leader Brawly3,Gurdurr@Leader Brawly4,Gurdurr@Leader Brawly5	NONE	Derived
SPECIES_PECHARUNT	Pecharunt	3	3	FALSE	25	0.0	Fake Tears,Destiny Bond,Withdraw,Memento	1.0	physical	ABILITY_POISON_PUPPETEER	Jolly	ITEM_WEAKNESS_POLICY	Gunk Shot,Poltergeist,Foul Play,Phantom Force	TRUE	1.0	0.0	NA	1.0	1.0	1.0	1.0	97.5	25	12	Gurdurr@Leader Brawly,Gurdurr@Leader Brawly2,Gurdurr@Leader Brawly3,Gurdurr@Leader Brawly4,Gurdurr@Leader Brawly5	NONE	Derived
SPECIES_MACHAMP_MEGA	Machamp-Mega	3	3	FALSE	25	0.8333	Vital Throw,Knock Off,Revenge,Seismic Toss	0.9833	physical	ABILITY_ORAORAORAORA	Adamant	ITEM_BLACK_BELT	Focus Punch,Earthquake,Stone Edge,Close Combat	TRUE	0.15	0.0167	ITEM_CHOICE_BAND	1.0	1.0	1.0	0.8	3.3	25	4	Gurdurr@Leader Brawly,Gurdurr@Leader Brawly2,Gurdurr@Leader Brawly3,Gurdurr@Leader Brawly4,Gurdurr@Leader Brawly5	NONE	Derived
SPECIES_CHANSEY	Chansey	3	3	FALSE	25	0.2	Baby-Doll Eyes,Bestow,Soft-Boiled,Double Slap	0.9833	support	ABILITY_NATURAL_CURE	Bold	ITEM_BERRY_JUICE	Double-Edge,Soft-Boiled,Light Screen,Reflect	TRUE	0.7833	0.0	NA	1.0	1.0	0.4	0.2	37.5	25	8	Gurdurr@Leader Brawly,Gurdurr@Leader Brawly2,Gurdurr@Leader Brawly3,Gurdurr@Leader Brawly4,Gurdurr@Leader Brawly5	NONE	Derived
SPECIES_GLIGAR	Gligar	3	3	FALSE	25	0.6167	Acrobatics,Feint Attack,Fury Cutter,Quick Attack	0.9833	support	ABILITY_HYPER_CUTTER	Calm	ITEM_BERRY_JUICE	Earthquake,Defog,Roost,Stealth Rock	TRUE	0.3666	0.0	NA	1.0	1.0	1.0	0.6	77.9	25	8	Gurdurr@Leader Brawly,Gurdurr@Leader Brawly2,Gurdurr@Leader Brawly3,Gurdurr@Leader Brawly4,Gurdurr@Leader Brawly5	NONE	Derived
SPECIES_DONPHAN	Donphan	3	3	FALSE	25	0.5833	Slam,Knock Off,Assurance,Rollout	0.9833	physical	ABILITY_STURDY	Adamant	ITEM_CHOICE_BAND	Earthquake,Gunk Shot,Superpower,High Horsepower	FALSE	0.4	0.0	NA	1.0	1.0	1.0	0.6	3.3	25	4	Gurdurr@Leader Brawly,Gurdurr@Leader Brawly2,Gurdurr@Leader Brawly3,Gurdurr@Leader Brawly4,Gurdurr@Leader Brawly5	NONE	Derived
SPECIES_SWAMPERT_MEGA	Swampert-Mega	3	3	FALSE	25	0.85	Mud Bomb,Bide,Body Slam,Mud-Slap	0.9833	physical	ABILITY_SWIFT_SWIM	Adamant	ITEM_BLACK_BELT	Earthquake,Liquidation,Focus Punch,High Horsepower	TRUE	0.1333	0.0167	ITEM_CHOICE_BAND	1.0	1.0	1.0	0.8	4.5	25	4	Gurdurr@Leader Brawly,Gurdurr@Leader Brawly2,Gurdurr@Leader Brawly3,Gurdurr@Leader Brawly4,Gurdurr@Leader Brawly5	NONE	Derived
SPECIES_MEDICHAM	Medicham	3	3	FALSE	25	0.4	Mind Reader,Calm Mind,Bullet Punch,Force Palm	0.9833	support	ABILITY_HUGE_POWER	Calm	ITEM_BERRY_JUICE	Focus Punch,Light Screen,Reflect,Sunny Day	TRUE	0.5833	0.0	NA	1.0	1.0	0.8	0.6	3.9	25	16	Gurdurr@Leader Brawly,Gurdurr@Leader Brawly2,Gurdurr@Leader Brawly3,Gurdurr@Leader Brawly4,Gurdurr@Leader Brawly5	NONE	Derived
SPECIES_BARBOACH	Barboach	3	3	FALSE	25	0.35	Rest,Snore,Magnitude,Water Pulse	0.9833	support	ABILITY_HYDRATION	Calm	ITEM_BERRY_JUICE	Hydro Pump,Rest,Snowscape,Sandstorm	TRUE	0.6333	0.0	NA	1.0	1.0	0.8	0.4	26.7	25	16	Gurdurr@Leader Brawly,Gurdurr@Leader Brawly2,Gurdurr@Leader Brawly3,Gurdurr@Leader Brawly4,Gurdurr@Leader Brawly5	NONE	Derived
SPECIES_DARTRIX	Dartrix	3	3	FALSE	25	0.3333	Giga Drain,Foresight,Ominous Wind,Razor Leaf	0.9833	support	ABILITY_OVERGROW	Calm	ITEM_BERRY_JUICE	Brave Bird,Light Screen,Defog,Roost	TRUE	0.65	0.0	NA	1.0	1.0	0.8	0.4	42.7	25	16	Gurdurr@Leader Brawly,Gurdurr@Leader Brawly2,Gurdurr@Leader Brawly3,Gurdurr@Leader Brawly4,Gurdurr@Leader Brawly5	NONE	Derived
SPECIES_IRON_HANDS	Iron Hands	3	3	FALSE	25	0.8333	Thunder Punch,Whirlwind,Fake Out,Sand Attack	0.9833	physical	ABILITY_QUARK_DRIVE	Jolly	ITEM_BLACK_BELT	Focus Punch,Supercell Slam,Earthquake,Close Combat	TRUE	0.15	0.0	NA	1.0	1.0	1.0	0.6	3.7	25	4	Gurdurr@Leader Brawly,Gurdurr@Leader Brawly2,Gurdurr@Leader Brawly3,Gurdurr@Leader Brawly4,Gurdurr@Leader Brawly5	NONE	Derived
SPECIES_OVERQWIL	Overqwil	3	3	FALSE	25	0.3667	Stockpile,Spit Up,Toxic Spikes,Barb Barrage	0.9667	physical	ABILITY_TOXIC_DEBRIS	Jolly	ITEM_LIFE_ORB	Gunk Shot,Foul Play,Explosion,Poison Jab	FALSE	0.6	0.0	NA	1.0	1.0	1.0	1.0	3.1	25	4	Gurdurr@Leader Brawly,Gurdurr@Leader Brawly2,Gurdurr@Leader Brawly3,Gurdurr@Leader Brawly4,Gurdurr@Leader Brawly5	NONE	Derived
SPECIES_DRUDDIGON	Druddigon	3	3	FALSE	25	0.7167	Crunch,Dragon Rage,Dual Wingbeat,Scary Face	0.9667	physical	ABILITY_ROUGH_SKIN	Adamant	ITEM_LIFE_ORB	Dragon Claw,Gunk Shot,Superpower,Dragon Tail	FALSE	0.25	0.0	NA	1.0	1.0	0.8	0.6	2.8	25	4	Gurdurr@Leader Brawly,Gurdurr@Leader Brawly2,Gurdurr@Leader Brawly3,Gurdurr@Leader Brawly4,Gurdurr@Leader Brawly5	NONE	Derived
SPECIES_PASSIMIAN	Passimian	3	3	FALSE	25	0.4	Bestow,Take Down,Scary Face,Beat Up	0.9667	physical	ABILITY_RECEIVER	Jolly	ITEM_LIFE_ORB	Focus Punch,Gunk Shot,Earthquake,Close Combat	FALSE	0.5667	0.0	NA	1.0	1.0	1.0	1.0	3.1	25	4	Gurdurr@Leader Brawly,Gurdurr@Leader Brawly2,Gurdurr@Leader Brawly3,Gurdurr@Leader Brawly4,Gurdurr@Leader Brawly5	NONE	Derived
SPECIES_SANDACONDA	Sandaconda	3	3	FALSE	25	0.85	Glare,Headbutt,Bulldoze,Rock Throw	0.9667	physical	ABILITY_SAND_SPIT	Adamant	ITEM_LIFE_ORB	Earthquake,Skull Bash,Stone Edge,High Horsepower	FALSE	0.1167	0.0	NA	1.0	1.0	1.0	0.8	3.3	25	4	Gurdurr@Leader Brawly,Gurdurr@Leader Brawly2,Gurdurr@Leader Brawly3,Gurdurr@Leader Brawly4,Gurdurr@Leader Brawly5	NONE	Derived
SPECIES_SLOWPOKE	Slowpoke	3	3	FALSE	25	0.1667	Headbutt,Icy Wind,Disable,Psybeam	0.9583	support	ABILITY_OBLIVIOUS	Calm	ITEM_BERRY_JUICE	Future Sight,Yawn,Thunder Wave,Light Screen	TRUE	0.7916	0.0	NA	1.0	1.0	0.8	0.4	3.55	25	8	Gurdurr@Leader Brawly,Gurdurr@Leader Brawly2,Gurdurr@Leader Brawly3,Gurdurr@Leader Brawly4,Gurdurr@Leader Brawly5	NONE	Derived
SPECIES_HYPNO	Hypno	3	3	FALSE	25	0.5	Psybeam,Meditate,Poison Gas,Headbutt	0.9583	support	ABILITY_INSOMNIA	Calm	ITEM_BERRY_JUICE	Future Sight,Hypnosis,Thunder Wave,Light Screen	TRUE	0.4583	0.0	NA	1.0	1.0	0.8	1.0	6.35	25	16	Gurdurr@Leader Brawly,Gurdurr@Leader Brawly2,Gurdurr@Leader Brawly3,Gurdurr@Leader Brawly4,Gurdurr@Leader Brawly5	NONE	Derived
SPECIES_SANDSLASH	Sandslash	3	3	FALSE	25	0.7	Sand Tomb,Fury Swipes,Swift,Bulldoze	0.95	physical	ABILITY_SAND_VEIL	Adamant	ITEM_LIFE_ORB	Earthquake,Focus Punch,Iron Tail,High Horsepower	FALSE	0.25	0.0	NA	1.0	1.0	1.0	0.8	3.1	25	4	Gurdurr@Leader Brawly,Gurdurr@Leader Brawly2,Gurdurr@Leader Brawly3,Gurdurr@Leader Brawly4,Gurdurr@Leader Brawly5	NONE	Derived
SPECIES_MAROWAK	Marowak	3	3	FALSE	25	0.7667	Rage,Bonemerang,Focus Energy,Leer	0.95	physical	ABILITY_ROCK_HEAD	Adamant	ITEM_CHOICE_BAND	Earthquake,Focus Punch,Iron Tail,Dig	FALSE	0.1833	0.0	NA	1.0	1.0	1.0	0.6	2.9	25	4	Gurdurr@Leader Brawly,Gurdurr@Leader Brawly2,Gurdurr@Leader Brawly3,Gurdurr@Leader Brawly4,Gurdurr@Leader Brawly5	NONE	Derived
SPECIES_TAUROS_PALDEA_COMBAT	Tauros-Paldea-Combat	3	3	FALSE	25	0.65	Scary Face,Headbutt,Double Kick,Pursuit	0.95	physical	ABILITY_INTIMIDATE	Adamant	ITEM_LIFE_ORB	Close Combat,Earthquake,Stone Edge,Body Press	FALSE	0.3	0.0	NA	1.0	1.0	1.0	1.0	2.9	25	4	Gurdurr@Leader Brawly,Gurdurr@Leader Brawly2,Gurdurr@Leader Brawly3,Gurdurr@Leader Brawly4,Gurdurr@Leader Brawly5	NONE	Derived
SPECIES_GALLADE_MEGA	Gallade-Mega	3	3	FALSE	25	0.6	Wide Guard,Heal Pulse,Aerial Ace,Fury Cutter	0.95	physical	ABILITY_SHARPNESS	Adamant	ITEM_LIFE_ORB	Focus Punch,Zen Headbutt,Solar Blade,Close Combat	FALSE	0.35	0.0	NA	1.0	1.0	1.0	1.0	3.1	25	4	Gurdurr@Leader Brawly,Gurdurr@Leader Brawly2,Gurdurr@Leader Brawly3,Gurdurr@Leader Brawly4,Gurdurr@Leader Brawly5	NONE	Derived
SPECIES_MUDSDALE	Mudsdale	3	3	FALSE	25	0.8	High Horsepower,Bide,Stomp,Double Kick	0.95	physical	ABILITY_STRIKER	Adamant	ITEM_BLACK_BELT	Earthquake,Close Combat,Body Slam,High Horsepower	TRUE	0.15	0.0167	ITEM_CHOICE_BAND	1.0	1.0	1.0	0.4	3.1	25	4	Gurdurr@Leader Brawly,Gurdurr@Leader Brawly2,Gurdurr@Leader Brawly3,Gurdurr@Leader Brawly4,Gurdurr@Leader Brawly5	NONE	Derived
SPECIES_PALOSSAND	Palossand	3	3	FALSE	25	0.65	Bulldoze,Hex,Mega Drain,Mud Shot	0.95	special	ABILITY_WATER_COMPACTION	Timid	ITEM_CHOICE_SPECS	Earth Power,Shadow Ball,Psychic,Scorching Sands	FALSE	0.3	0.0	NA	1.0	1.0	1.0	0.6	3.5	25	4	Gurdurr@Leader Brawly,Gurdurr@Leader Brawly2,Gurdurr@Leader Brawly3,Gurdurr@Leader Brawly4,Gurdurr@Leader Brawly5	NONE	Derived
SPECIES_SANDACONDA_MEGA	Sandaconda-Mega	3	3	FALSE	25	0.9167	Glare,Headbutt,Bulldoze,Rock Throw	0.95	physical	ABILITY_AERILATE	Adamant	ITEM_HARD_STONE	Earthquake,Skull Bash,Stone Edge,High Horsepower	TRUE	0.0333	0.0	NA	1.0	1.0	1.0	0.8	3.5	25	4	Gurdurr@Leader Brawly,Gurdurr@Leader Brawly2,Gurdurr@Leader Brawly3,Gurdurr@Leader Brawly4,Gurdurr@Leader Brawly5	NONE	Derived
SPECIES_FLITTLE	Flittle	3	3	FALSE	25	0.1833	Pluck,Psybeam,Quick Attack,Disarming Voice	0.95	support	ABILITY_SPEED_BOOST	Calm	ITEM_BERRY_JUICE	Psychic,Light Screen,Reflect,Roost	TRUE	0.7667	0.0	NA	1.0	1.0	0.6	0.6	6.3	25	8	Gurdurr@Leader Brawly,Gurdurr@Leader Brawly2,Gurdurr@Leader Brawly3,Gurdurr@Leader Brawly4,Gurdurr@Leader Brawly5	NONE	Derived
SPECIES_SANDY_SHOCKS	Sandy Shocks	3	3	FALSE	25	0.8	Tri Attack,Bulldoze,Spark,Thunder Wave	0.95	special	ABILITY_PROTOSYNTHESIS	Modest	ITEM_CHOICE_SPECS	Thunder,Earth Power,Tri Attack,Thunderbolt	FALSE	0.15	0.0	NA	1.0	1.0	1.0	1.0	3.3	25	4	Gurdurr@Leader Brawly,Gurdurr@Leader Brawly2,Gurdurr@Leader Brawly3,Gurdurr@Leader Brawly4,Gurdurr@Leader Brawly5	NONE	Derived
SPECIES_SIRFETCHD	Sirfetch'd	3	3	FALSE	25	0.65	Detect,Brutal Swing,Rock Smash,Fury Cutter	0.9333	physical	ABILITY_SHARPNESS	Adamant	ITEM_BLACK_BELT	Close Combat,Solar Blade,Brave Bird,Superpower	TRUE	0.2833	0.0167	ITEM_CHOICE_BAND	1.0	1.0	1.0	0.8	2.7	25	4	Gurdurr@Leader Brawly,Gurdurr@Leader Brawly2,Gurdurr@Leader Brawly3,Gurdurr@Leader Brawly4,Gurdurr@Leader Brawly5	NONE	Derived
SPECIES_TAUROS_PALDEA_BLAZE	Tauros-Paldea-Blaze	3	3	FALSE	25	0.65	Scary Face,Headbutt,Double Kick,Pursuit	0.9333	physical	ABILITY_INTIMIDATE	Adamant	ITEM_BLACK_BELT	Close Combat,Flare Blitz,Earthquake,Body Press	TRUE	0.2833	0.0167	ITEM_CHOICE_BAND	1.0	1.0	0.8	1.0	2.7	25	4	Gurdurr@Leader Brawly,Gurdurr@Leader Brawly2,Gurdurr@Leader Brawly3,Gurdurr@Leader Brawly4,Gurdurr@Leader Brawly5	NONE	Derived
SPECIES_GLISCOR	Gliscor	3	3	FALSE	25	0.6833	Acrobatics,Feint Attack,Fury Cutter,Quick Attack	0.9333	physical	ABILITY_HYPER_CUTTER	Adamant	ITEM_MIRACLE_SEED	Earthquake,Fly,Power Whip,High Horsepower	TRUE	0.25	0.0167	ITEM_CHOICE_BAND	1.0	1.0	1.0	1.0	3.1	25	4	Gurdurr@Leader Brawly,Gurdurr@Leader Brawly2,Gurdurr@Leader Brawly3,Gurdurr@Leader Brawly4,Gurdurr@Leader Brawly5	NONE	Derived
SPECIES_WYRDEER	Wyrdeer	3	3	FALSE	25	0.6167	Confuse Ray,Take Down,Psyshield Bash,Stomp	0.9333	special	ABILITY_INTIMIDATE	Modest	ITEM_CHOICE_SPECS	Future Sight,Hyper Voice,Focus Blast,Psychic	FALSE	0.3166	0.0	NA	1.0	1.0	0.6	0.8	3.1	25	4	Gurdurr@Leader Brawly,Gurdurr@Leader Brawly2,Gurdurr@Leader Brawly3,Gurdurr@Leader Brawly4,Gurdurr@Leader Brawly5	NONE	Derived
SPECIES_HARIYAMA	Hariyama	3	3	FALSE	25	0.7667	Vital Throw,Knock Off,Whirlwind,Force Palm	0.9333	physical	ABILITY_THICK_FAT	Jolly	ITEM_LIFE_ORB	Focus Punch,Earthquake,Stone Edge,Close Combat	FALSE	0.1666	0.0	NA	1.0	1.0	0.8	0.6	2.7	25	4	Gurdurr@Leader Brawly,Gurdurr@Leader Brawly2,Gurdurr@Leader Brawly3,Gurdurr@Leader Brawly4,Gurdurr@Leader Brawly5	NONE	Derived
SPECIES_MEDICHAM_MEGA	Medicham-Mega	3	3	FALSE	25	0.55	Mind Reader,Calm Mind,Bullet Punch,Force Palm	0.9333	physical	ABILITY_HUGE_POWER	Adamant	ITEM_CHOICE_BAND	Focus Punch,Zen Headbutt,Body Slam,Close Combat	FALSE	0.3833	0.0	NA	1.0	1.0	1.0	1.0	2.7	25	4	Gurdurr@Leader Brawly,Gurdurr@Leader Brawly2,Gurdurr@Leader Brawly3,Gurdurr@Leader Brawly4,Gurdurr@Leader Brawly5	NONE	Derived
SPECIES_SALAMENCE	Salamence	3	3	FALSE	25	0.45	Crunch,Focus Energy,Headbutt,Dragon Breath	0.9333	physical	ABILITY_INTIMIDATE	Adamant	ITEM_LIFE_ORB	Fly,Dragon Claw,Earthquake,Dragon Tail	FALSE	0.4833	0.0	NA	1.0	1.0	0.6	1.0	2.8	25	4	Gurdurr@Leader Brawly,Gurdurr@Leader Brawly2,Gurdurr@Leader Brawly3,Gurdurr@Leader Brawly4,Gurdurr@Leader Brawly5	NONE	Derived
SPECIES_HIPPOPOTAS	Hippopotas	3	3	FALSE	25	0.7	Sand Tomb,Take Down,Dig,Yawn	0.9333	support	ABILITY_SAND_STREAM	Careful	ITEM_BERRY_JUICE	Earthquake,Yawn,Roar,Stealth Rock	TRUE	0.2333	0.0	NA	1.0	1.0	0.8	0.0	3.5	25	8	Gurdurr@Leader Brawly,Gurdurr@Leader Brawly2,Gurdurr@Leader Brawly3,Gurdurr@Leader Brawly4,Gurdurr@Leader Brawly5	NONE	Derived
SPECIES_CONKELDURR	Conkeldurr	3	3	FALSE	25	0.75	Chip Away,Wake-Up Slap,Rock Throw,Low Kick	0.9333	physical	ABILITY_GUTS	Adamant	ITEM_CHOICE_BAND	Focus Punch,Earthquake,Stone Edge,Close Combat	FALSE	0.1833	0.0	NA	1.0	1.0	0.8	0.6	2.9	25	4	Gurdurr@Leader Brawly,Gurdurr@Leader Brawly2,Gurdurr@Leader Brawly3,Gurdurr@Leader Brawly4,Gurdurr@Leader Brawly5	NONE	Derived
SPECIES_KOMMO_O	Kommo-o	3	3	FALSE	25	0.5	Headbutt,Scary Face,Dragon Tail,Detect	0.9333	physical	ABILITY_BULLETPROOF	Jolly	ITEM_BLACK_BELT	Focus Punch,Dragon Claw,Earthquake,Close Combat	TRUE	0.4333	0.0	NA	1.0	1.0	1.0	1.0	3.1	25	12	Gurdurr@Leader Brawly,Gurdurr@Leader Brawly2,Gurdurr@Leader Brawly3,Gurdurr@Leader Brawly4,Gurdurr@Leader Brawly5	NONE	Derived
SPECIES_KOMMO_O_TOTEM	Kommo-o-Totem	3	3	FALSE	25	0.5	Headbutt,Scary Face,Dragon Tail,Detect	0.9333	physical	ABILITY_OVERCOAT	Jolly	ITEM_BLACK_BELT	Focus Punch,Dragon Claw,Earthquake,Close Combat	TRUE	0.4333	0.0	NA	1.0	1.0	1.0	1.0	3.1	25	12	Gurdurr@Leader Brawly,Gurdurr@Leader Brawly2,Gurdurr@Leader Brawly3,Gurdurr@Leader Brawly4,Gurdurr@Leader Brawly5	NONE	Derived
