species_const	species_name	checkpoint	primary_role	hybrid_role	top3	ceiling_fit	floor_fit	replacement_fit	vorp	tier	investment_delta	S	T	Y	F	track	ability	nature	item	item_reliable	moves	bst	earliest_cp	availability_confidence	entry_reason	matrix_score	confidence	item_dependence	unreliable_best_item	cant_miss
SPECIES_CYNDAQUIL	Cyndaquil	2	weather_terrain_setter	NA	weather_terrain_setter:0.3663	0.3663	0.6101	0.4774	-0.1111	F	-0.2438	0.163	0.3	0.2	0.5	support	ABILITY_BLAZE	Calm	ITEM_BERRY_JUICE	TRUE	Ember,Sunny Day,Tackle,Flame Wheel	309	1	Measured	starter:game_start	0.0667	Derived	0.0	NA	FALSE
SPECIES_TYMPOLE	Tympole	2	weather_terrain_setter	NA	weather_terrain_setter:0.3661	0.3661	0.0	0.4774	-0.1113	F	0.3661	0.161	0.3	0.2	0.5	support	ABILITY_SWIFT_SWIM	Calm	ITEM_BERRY_JUICE	TRUE	Bubble,Rain Dance,Round,Bubble Beam	294	1	Measured	starter:game_start	0.05	Derived	0.0	NA	FALSE
SPECIES_STUNKY	Stunky	2	weather_terrain_setter	NA	weather_terrain_setter:0.3653;phazer:0.2078;hazard_remover:0.1403	0.3653	0.4539	0.4774	-0.1121	F	-0.0886	0.353	0.3	0.0	0.5	support	ABILITY_STENCH	Calm	ITEM_BERRY_JUICE	TRUE	Poison Tail,Roar,Defog,Sunny Day	329	7	Asserted	wild	0.0333	Derived	0.3512	ITEM_CHOICE_BAND	FALSE
SPECIES_MAKUHITA	Makuhita	2	weather_terrain_setter	NA	weather_terrain_setter:0.3624	0.3624	0.5337	0.4774	-0.115	F	-0.1713	0.324	0.3	0.0	0.5	support	ABILITY_THICK_FAT	Calm	ITEM_BERRY_JUICE	TRUE	Arm Thrust,Sunny Day,Rain Dance,Tackle	237	3	Asserted	wild	0.1833	Derived	0.311	ITEM_CHOICE_BAND	FALSE
SPECIES_JANGMO_O	Jangmo-o	2	weather_terrain_setter	NA	weather_terrain_setter:0.3613;phazer:0.2038	0.3613	0.5002	0.4774	-0.1161	F	-0.1389	0.313	0.3	0.0	0.5	support	ABILITY_BULLETPROOF	Calm	ITEM_BERRY_JUICE	TRUE	Dragon Tail,Sandstorm,Tackle,Karate Chop	300	6	Asserted	wild	0.0333	Derived	0.0	NA	FALSE
SPECIES_GIBLE	Gible	2	weather_terrain_setter	NA	weather_terrain_setter:0.3579;hazard_setter:0.2904;phazer:0.2004	0.3579	0.3579	0.4774	-0.1195	F	0.0	0.279	0.3	0.0	0.5	support	ABILITY_SAND_VEIL	Calm	ITEM_BERRY_JUICE	TRUE	Bulldoze,Sandstorm,Roar,Stealth Rock	300	1	Measured	starter:game_start	0.2	Derived	0.0	NA	FALSE
SPECIES_BAGON	Bagon	2	weather_terrain_setter	NA	weather_terrain_setter:0.3575;phazer:0.2	0.3575	0.0	0.4774	-0.1199	F	0.3575	0.275	0.3	0.0	0.5	support	ABILITY_ROCK_HEAD	Calm	ITEM_BERRY_JUICE	TRUE	Dragon Breath,Roar,Sunny Day,Rain Dance	300	1	Measured	starter:game_start	0.0333	Derived	0.0	NA	FALSE
SPECIES_WOOPER	Wooper	2	weather_terrain_setter	NA	weather_terrain_setter:0.3553	0.3553	0.0	0.4774	-0.1221	F	0.3553	0.253	0.3	0.0	0.5	support	ABILITY_DAMP	Calm	ITEM_BERRY_JUICE	TRUE	Water Gun,Snowscape,Sandstorm,Rain Dance	210	4	Asserted	wild	0.0	Derived	0.257	ITEM_CHOICE_BAND	FALSE
SPECIES_LECHONK	Lechonk	2	weather_terrain_setter	NA	weather_terrain_setter:0.3549	0.3549	0.0	0.4774	-0.1225	F	0.3549	0.249	0.3	0.0	0.5	support	ABILITY_AROMA_VEIL	Calm	ITEM_BERRY_JUICE	TRUE	Tackle,Rain Dance,Disarming Voice,Echoed Voice	254	1	Asserted	wild	0.0	Derived	0.0	NA	FALSE
SPECIES_REMORAID	Remoraid	2	weather_terrain_setter	NA	weather_terrain_setter:0.3548	0.3548	0.0	0.4774	-0.1226	F	0.3548	0.048	0.3	0.2	0.5	support	ABILITY_HUSTLE	Calm	ITEM_BERRY_JUICE	TRUE	Water Gun,Sunny Day,Rain Dance,Psybeam	300	1	Asserted	wild	0.0833	Derived	0.0	NA	FALSE
SPECIES_WHISMUR	Whismur	2	weather_terrain_setter	NA	weather_terrain_setter:0.3545;phazer:0.197	0.3545	0.0	0.4774	-0.1229	F	0.3545	0.245	0.3	0.0	0.5	support	ABILITY_SOUNDPROOF	Calm	ITEM_BERRY_JUICE	TRUE	Pound,Roar,Sunny Day,Rain Dance	240	1	Measured	starter:game_start	0.0	Derived	0.1695	ITEM_LIFE_ORB	FALSE
SPECIES_PAWMO	Pawmo	2	weather_terrain_setter	NA	weather_terrain_setter:0.3544	0.3544	0.5769	0.4774	-0.123	F	-0.2225	0.244	0.3	0.0	0.5	support	ABILITY_VOLT_ABSORB	Calm	ITEM_BERRY_JUICE	TRUE	Arm Thrust,Sunny Day,Rain Dance,Scratch	350	4	Derived	evolution:EVO_LEVEL@16:from SPECIES_PAWMI	0.2667	Derived	0.4323	ITEM_LIFE_ORB	FALSE
SPECIES_PANSAGE	Pansage	2	weather_terrain_setter	NA	weather_terrain_setter:0.3528	0.3528	0.0	0.4774	-0.1246	F	0.3528	0.228	0.3	0.0	0.5	support	ABILITY_GLUTTONY	Calm	ITEM_BERRY_JUICE	TRUE	Mega Drain,Sunny Day,Scratch,Lick	316	1	Asserted	wild	0.1	Derived	0.2159	ITEM_LIFE_ORB	FALSE
SPECIES_BARBOACH	Barboach	2	weather_terrain_setter	NA	weather_terrain_setter:0.3497	0.3497	0.0	0.4774	-0.1277	F	0.3497	0.197	0.3	0.0	0.5	support	ABILITY_HYDRATION	Calm	ITEM_BERRY_JUICE	TRUE	Mud-Slap,Sandstorm,Rain Dance,Water Gun	288	4	Asserted	wild	0.0833	Derived	0.0	NA	FALSE
SPECIES_SEEDOT	Seedot	2	weather_terrain_setter	NA	weather_terrain_setter:0.3467;hazard_remover:0.1217	0.3467	0.1944	0.4774	-0.1307	F	0.1523	0.167	0.3	0.0	0.5	support	ABILITY_CHLOROPHYLL	Calm	ITEM_BERRY_JUICE	TRUE	Seed Bomb,Defog,Sunny Day,Leech Seed	220	1	Asserted	wild	0.1	Derived	0.195	ITEM_LIFE_ORB	FALSE
SPECIES_LOTAD	Lotad	2	weather_terrain_setter	NA	weather_terrain_setter:0.3464	0.3464	0.0	0.4774	-0.131	F	0.3464	0.164	0.3	0.0	0.5	support	ABILITY_SWIFT_SWIM	Calm	ITEM_BERRY_JUICE	TRUE	Astonish,Snowscape,Sunny Day,Rain Dance	220	1	Asserted	wild	0.0	Derived	0.0	NA	FALSE
SPECIES_AZURILL	Azurill	2	weather_terrain_setter	NA	weather_terrain_setter:0.3461	0.3461	0.0	0.4774	-0.1313	F	0.3461	0.161	0.3	0.0	0.5	support	ABILITY_THICK_FAT	Calm	ITEM_BERRY_JUICE	TRUE	Covet,Snowscape,Rain Dance,Water Gun	190	11	Derived	wild	0.05	Derived	0.0602	ITEM_CHOICE_SPECS	FALSE
SPECIES_SANDILE	Sandile	2	weather_terrain_setter	NA	weather_terrain_setter:0.3438;hazard_setter:0.2763;phazer:0.1863	0.3438	0.0	0.4774	-0.1336	F	0.3438	0.138	0.3	0.0	0.5	support	ABILITY_INTIMIDATE	Calm	ITEM_BERRY_JUICE	TRUE	Bite,Roar,Stealth Rock,Sandstorm	292	1	Measured	starter:game_start	0.0	Derived	0.0	NA	FALSE
SPECIES_PATRAT	Patrat	2	weather_terrain_setter	NA	weather_terrain_setter:0.3431	0.3431	0.5656	0.4774	-0.1343	F	-0.2225	0.131	0.3	0.0	0.5	support	ABILITY_ANALYTIC	Calm	ITEM_BERRY_JUICE	TRUE	Tackle,Sunny Day,Rain Dance,Bite	255	3	Asserted	wild	0.0	Derived	0.0	NA	FALSE
SPECIES_FOMANTIS	Fomantis	2	weather_terrain_setter	NA	weather_terrain_setter:0.3368;cleric:0.1118	0.3368	0.0	0.4774	-0.1406	F	0.3368	0.068	0.3	0.0	0.5	support	ABILITY_LEAF_GUARD	Calm	ITEM_BERRY_JUICE	TRUE	Leafage,Sunny Day,Aromatherapy,Fury Cutter	250	1	Asserted	wild	0.0	Derived	0.0	NA	FALSE
SPECIES_POOCHYENA	Poochyena	2	weather_terrain_setter	NA	weather_terrain_setter:0.3346;phazer:0.1771	0.3346	0.1771	0.4774	-0.1428	F	0.1575	0.046	0.3	0.0	0.5	support	ABILITY_RUN_AWAY	Calm	ITEM_BERRY_JUICE	TRUE	Bite,Roar,Sunny Day,Rain Dance	220	1	Asserted	wild	0.0	Derived	0.0	NA	FALSE
SPECIES_PIKIPEK	Pikipek	2	weather_terrain_setter	NA	weather_terrain_setter:0.3332;hazard_remover:0.1082	0.3332	0.1304	0.4774	-0.1442	F	0.2028	0.032	0.3	0.0	0.5	support	ABILITY_FRISK	Calm	ITEM_BERRY_JUICE	TRUE	Peck,Defog,Sunny Day,Echoed Voice	265	1	Asserted	wild	0.0	Derived	0.0	NA	FALSE
SPECIES_MILCERY	Milcery	3	cleric	NA	cleric:0.1957	0.1957	0.1957	0.3254	-0.1297	F	0.0	0.307	0.3	0.6	0.0	special	ABILITY_SWEET_VEIL	Modest	ITEM_FAIRY_FEATHER	TRUE	Dazzling Gleam,Stored Power,Aromatherapy,Draining Kiss	270	12	Asserted	wild	1.0	Derived	0.0	ITEM_LIFE_ORB	FALSE
SPECIES_WHIRLIPEDE	Whirlipede	3	hazard_setter	NA	hazard_setter:0.3686	0.3686	0.0	0.4632	-0.0946	D	0.3686	0.461	0.3	0.6	0.35	support	ABILITY_POISON_TOUCH	Calm	ITEM_BERRY_JUICE	TRUE	Sludge Bomb,Spikes,Poison Jab,Venoshock	360	3	Derived	evolution:EVO_LEVEL@22:from SPECIES_VENIPEDE	0.1833	Derived	0.0	NA	TRUE
SPECIES_VENIPEDE	Venipede	3	hazard_setter	NA	hazard_setter:0.3426	0.3426	0.0	0.4632	-0.1206	F	0.3426	0.201	0.3	0.6	0.35	support	ABILITY_POISON_TOUCH	Calm	ITEM_BERRY_JUICE	TRUE	Sludge Bomb,Spikes,Toxic Spikes,Poison Jab	260	1	Measured	starter:game_start	0.15	Derived	0.0	NA	FALSE
SPECIES_SPINARAK	Spinarak	3	hazard_setter	NA	hazard_setter:0.3316	0.3316	0.24	0.4632	-0.1316	F	0.0916	0.091	0.3	0.6	0.35	support	ABILITY_SWARM	Calm	ITEM_BERRY_JUICE	TRUE	Megahorn,Toxic Spikes,Rage Powder,Sludge Bomb	250	11	Asserted	wild	0.1667	Derived	0.1422	ITEM_CHOICE_BAND	FALSE
SPECIES_ROCKRUFF	Rockruff	3	hazard_setter	NA	hazard_setter:0.2957	0.2957	0.0	0.4632	-0.1675	F	0.2957	0.132	0.3	0.2	0.35	support	ABILITY_FRISK	Calm	ITEM_BERRY_JUICE	TRUE	Stone Edge,Stealth Rock,Rock Slide,Rock Tomb	280	6	Asserted	wild	0.15	Derived	0.253	ITEM_CHOICE_BAND	FALSE
SPECIES_RAICHU_ALOLA	Raichu-Alola	3	mixed_attacker	wallbreaker_spec	mixed_attacker:0.8195;wallbreaker_spec:0.7985;wallbreaker_phys:0.7672	0.8195	0.6825	UNDEFINED	UNDEFINED	NR	0.137	0.733	1.0	1.0	0.716	mixed	ABILITY_SURGE_SURFER	Hasty	ITEM_BLACK_BELT	TRUE	Future Sight,Thunder,Wild Charge,Focus Punch	485	5	Derived	evolution:EVO_ITEM:ITEM_SHINY_STONE	0.7667	Derived	0.0157	ITEM_CHOICE_SPECS	NA
SPECIES_BELLOSSOM	Bellossom	3	mixed_attacker	tank	mixed_attacker:0.8926;tank:0.867	0.8926	0.7953	UNDEFINED	UNDEFINED	NR	0.0973	0.682	1.0	0.9	0.968	mixed	ABILITY_CHLOROPHYLL	Naive	ITEM_FAIRY_FEATHER	TRUE	Leaf Storm,Moonblast,Leaf Blade,Play Rough	490	2	Derived	evolution:EVO_ITEM:ITEM_SUN_STONE	1.0	Derived	0.0	NA	NA
SPECIES_WEEPINBELL	Weepinbell	3	mixed_attacker	NA	mixed_attacker:0.5969	0.5969	0.8068	UNDEFINED	UNDEFINED	NR	-0.2099	0.717	0.75	0.9	0.332	mixed	ABILITY_CHLOROPHYLL	Serious	ITEM_MIRACLE_SEED	TRUE	Solar Blade,Solar Beam,Sludge Bomb,Poison Jab	390	6	Derived	evolution:EVO_LEVEL@21:from SPECIES_BELLSPROUT	0.55	Derived	0.1061	ITEM_CHOICE_SPECS	NA
SPECIES_VICTREEBEL	Victreebel	3	mixed_attacker	tank	mixed_attacker:0.7925;tank:0.7485	0.7925	0.7203	UNDEFINED	UNDEFINED	NR	0.0722	0.838	1.0	0.9	0.62	mixed	ABILITY_CHLOROPHYLL	Naive	ITEM_MIRACLE_SEED	TRUE	Solar Blade,Gunk Shot,Solar Beam,Sludge Bomb	500	11	Derived	evolution:EVO_ITEM:ITEM_LEAF_STONE	0.7333	Derived	0.0734	ITEM_CHOICE_SPECS	NA
SPECIES_WEEZING	Weezing	3	mixed_attacker	tank	mixed_attacker:0.8155;tank:0.7972;wallbreaker_spec:0.7793	0.8155	0.8306	UNDEFINED	UNDEFINED	NR	-0.0151	0.717	1.0	1.0	0.716	mixed	ABILITY_LEVITATE	Naive	ITEM_MAGNET	TRUE	Gunk Shot,Sludge Wave,Explosion,Thunder	490	7	Derived	evolution:EVO_LEVEL_DAY@35:from SPECIES_KOFFING	0.8	Derived	0.0344	ITEM_LIFE_ORB	NA
SPECIES_WEEZING_GALAR	Weezing-Galar	3	mixed_attacker	tank	mixed_attacker:0.906;tank:0.8689	0.906	0.816	UNDEFINED	UNDEFINED	NR	0.09	0.717	1.0	0.9	0.98	mixed	ABILITY_LEVITATE	Naive	ITEM_FAIRY_FEATHER	TRUE	Gunk Shot,Misty Explosion,Sludge Wave,Play Rough	490	7	Derived	evolution:EVO_LEVEL_NIGHT@35:from SPECIES_KOFFING	1.0	Derived	0.0	NA	NA
SPECIES_TANGROWTH	Tangrowth	3	mixed_attacker	wallbreaker_spec	mixed_attacker:0.8806;wallbreaker_spec:0.8581;wallbreaker_phys:0.8298	0.8806	0.6443	UNDEFINED	UNDEFINED	NR	0.2363	0.841	1.0	1.0	0.801	mixed	ABILITY_CHLOROPHYLL	Naive	ITEM_BLACK_BELT	TRUE	Solar Blade,Solar Beam,Focus Blast,Earthquake	535	1	Inferred	evolution:EVO_MOVE:MOVE_ANCIENT_POWER:from SPECIES_TANGELA	0.8667	Derived	0.0598	ITEM_CHOICE_SPECS	NA
SPECIES_MAGBY	Magby	3	mixed_attacker	wallbreaker_spec	mixed_attacker:0.6647;wallbreaker_spec:0.6336;wallbreaker_phys:0.6224	0.6647	0.2171	UNDEFINED	UNDEFINED	NR	0.4476	0.565	1.0	1.0	0.433	mixed	ABILITY_FLAME_BODY	Hasty	ITEM_BLACK_BELT	TRUE	Overheat,Flare Blitz,Focus Punch,Belch	365	1	Asserted	wild	0.6167	Derived	0.0185	ITEM_ASSAULT_VEST	NA
SPECIES_COMBUSKEN	Combusken	3	mixed_attacker	NA	mixed_attacker:0.6969	0.6969	0.0	UNDEFINED	UNDEFINED	NR	0.6969	0.694	1.0	1.0	0.433	mixed	ABILITY_BLAZE	Serious	ITEM_BLACK_BELT	TRUE	Focus Punch,Overheat,Focus Blast,Flare Blitz	405	2	Derived	evolution:EVO_LEVEL@16:from SPECIES_TORCHIC	0.6167	Derived	0.0613	ITEM_CHOICE_SPECS	NA
SPECIES_SHIFTRY	Shiftry	3	mixed_attacker	NA	mixed_attacker:0.7176;tank:0.5604	0.7176	0.5604	UNDEFINED	UNDEFINED	NR	0.1572	0.903	0.75	1.0	0.48	mixed	ABILITY_CHLOROPHYLL	Naive	ITEM_BLACK_GLASSES	TRUE	Solar Blade,Solar Beam,Foul Play,Dark Pulse	520	11	Derived	evolution:EVO_ITEM:ITEM_LEAF_STONE	0.65	Derived	0.1432	ITEM_CHOICE_SPECS	NA
SPECIES_FLYGON	Flygon	3	mixed_attacker	NA	mixed_attacker:0.8086;revenge_killer:0.7326;tank:0.706	0.8086	0.656	UNDEFINED	UNDEFINED	NR	0.1526	0.814	0.75	1.0	0.763	mixed	ABILITY_LEVITATE	Serious	ITEM_DRAGON_FANG	TRUE	Draco Meteor,Earthquake,Earth Power,Dragon Claw	560	7	Derived	evolution:EVO_LEVEL@44:from SPECIES_VIBRAVA	0.8333	Derived	0.1059	ITEM_LIFE_ORB	NA
SPECIES_CACTURNE	Cacturne	3	mixed_attacker	NA	mixed_attacker:0.6637	0.6637	0.0	UNDEFINED	UNDEFINED	NR	0.6637	0.924	0.75	1.0	0.332	mixed	ABILITY_SAND_VEIL	Serious	ITEM_BLACK_GLASSES	TRUE	Solar Beam,Dark Hole,Foul Play,Seed Bomb	485	6	Derived	evolution:EVO_LEVEL@28:from SPECIES_CACNEA	0.55	Derived	0.1303	ITEM_LIFE_ORB	NA
SPECIES_SEVIPER	Seviper	3	mixed_attacker	tank	mixed_attacker:0.7671;tank:0.7639;wallbreaker_spec:0.7377	0.7671	0.8337	UNDEFINED	UNDEFINED	NR	-0.0666	0.814	1.0	0.9	0.571	mixed	ABILITY_MERCILESS	Naive	ITEM_MIRACLE_SEED	TRUE	Gunk Shot,Sludge Wave,Power Whip,Wring Out	534	7	Asserted	wild	0.7	Derived	0.0994	ITEM_CHOICE_BAND	NA
SPECIES_WHISCASH	Whiscash	3	mixed_attacker	NA	mixed_attacker:0.8109;tank:0.738	0.8109	0.7747	UNDEFINED	UNDEFINED	NR	0.0362	0.629	0.75	1.0	0.884	mixed	ABILITY_HYDRATION	Naive	ITEM_MYSTIC_WATER	TRUE	Hydro Pump,Earthquake,Earth Power,Liquidation	468	4	Asserted	wild	0.9167	Derived	0.0736	ITEM_CHOICE_SPECS	NA
SPECIES_INFERNAPE	Infernape	3	mixed_attacker	NA	mixed_attacker:0.8907;revenge_killer:0.787;tank:0.6678	0.8907	0.6678	UNDEFINED	UNDEFINED	NR	0.2229	0.882	1.0	1.0	0.801	mixed	ABILITY_BLAZE	Hasty	ITEM_BLACK_BELT	TRUE	Focus Punch,Overheat,Flare Blitz,Focus Blast	551	7	Derived	evolution:EVO_LEVEL@36:from SPECIES_MONFERNO	0.8667	Derived	0.0192	ITEM_CHOICE_SPECS	NA
SPECIES_FLOATZEL	Floatzel	3	mixed_attacker	revenge_killer	mixed_attacker:0.7751;revenge_killer:0.7543;tank:0.6166	0.7751	0.6438	UNDEFINED	UNDEFINED	NR	0.1313	0.755	0.75	1.0	0.716	mixed	ABILITY_WATER_VEIL	Naive	ITEM_BLACK_BELT	TRUE	Hydro Pump,Liquidation,Focus Punch,Focus Blast	490	3	Asserted	wild	0.7667	Derived	0.0601	ITEM_CHOICE_SPECS	NA
SPECIES_GASTRODON_WEST	Gastrodon-West	3	mixed_attacker	NA	mixed_attacker:0.8158;tank:0.7476	0.8158	0.7476	UNDEFINED	UNDEFINED	NR	0.0682	0.722	0.75	1.0	0.838	mixed	ABILITY_STICKY_HOLD	Naive	ITEM_MYSTIC_WATER	TRUE	Hydro Pump,Earthquake,Earth Power,Waterfall	475	1	Asserted	wild	0.85	Derived	0.0905	ITEM_CHOICE_SPECS	NA
SPECIES_GASTRODON_EAST	Gastrodon-East	3	mixed_attacker	NA	mixed_attacker:0.8158;tank:0.7476	0.8158	0.7476	UNDEFINED	UNDEFINED	NR	0.0682	0.722	0.75	1.0	0.838	mixed	ABILITY_STICKY_HOLD	Naive	ITEM_MYSTIC_WATER	TRUE	Hydro Pump,Earthquake,Earth Power,Waterfall	475	15	Asserted	wild	0.85	Derived	0.0905	ITEM_CHOICE_SPECS	NA
SPECIES_SKUNTANK	Skuntank	3	mixed_attacker	NA	mixed_attacker:0.6999;tank:0.641	0.6999	0.641	UNDEFINED	UNDEFINED	NR	0.0589	0.763	0.75	1.0	0.523	mixed	ABILITY_STENCH	Naive	ITEM_BLACK_GLASSES	TRUE	Dark Hole,Foul Play,Sludge Bomb,Poison Jab	499	7	Derived	evolution:EVO_LEVEL@28:from SPECIES_STUNKY	0.6667	Derived	0.1496	ITEM_CHOICE_SPECS	NA
SPECIES_LUCARIO	Lucario	3	mixed_attacker	NA	mixed_attacker:0.8223;revenge_killer:0.658;tank:0.6165	0.8223	0.6335	UNDEFINED	UNDEFINED	NR	0.1888	0.897	1.0	1.0	0.62	mixed	ABILITY_STEADFAST	Naive	ITEM_BLACK_BELT	TRUE	Focus Punch,Steel Beam,Focus Blast,Iron Tail	525	17	Asserted	wild	0.75	Derived	0.0462	ITEM_LIFE_ORB	NA
SPECIES_LUCARIO_MEGA	Lucario-Mega	3	mixed_attacker	NA	mixed_attacker:0.8819;revenge_killer:0.7522;tank:0.6388	0.8819	0.6637	UNDEFINED	UNDEFINED	NR	0.2182	0.982	1.0	1.0	0.716	mixed	ABILITY_ADAPTABILITY	Naive	ITEM_BLACK_BELT	TRUE	Focus Punch,Steel Beam,Focus Blast,Iron Tail	625	17	Inferred	mega/primal form of SPECIES_LUCARIO (stone not resolved)	0.8167	Derived	0.0009	ITEM_LIFE_ORB	NA
SPECIES_SAMUROTT	Samurott	3	mixed_attacker	NA	mixed_attacker:0.6988;tank:0.6103;revenge_killer:0.6018	0.6988	0.5603	UNDEFINED	UNDEFINED	NR	0.1385	0.828	0.75	1.0	0.48	mixed	ABILITY_TORRENT	Naive	ITEM_METAL_COAT	TRUE	Steel Beam,Hydro Pump,Iron Tail,Liquidation	543	7	Derived	evolution:EVO_LEVEL_DAY@36:from SPECIES_DEWOTT	0.65	Derived	0.0981	ITEM_LIFE_ORB	NA
SPECIES_SAMUROTT_HISUI	Samurott-Hisui	3	mixed_attacker	tank	mixed_attacker:0.6854;tank:0.666;revenge_killer:0.6385	0.6854	0.616	UNDEFINED	UNDEFINED	NR	0.0694	0.828	0.5	1.0	0.571	mixed	ABILITY_TORRENT	Naive	ITEM_BLACK_GLASSES	TRUE	Hydro Pump,Foul Play,Liquidation,Dark Pulse	543	7	Derived	evolution:EVO_LEVEL_NIGHT@36:from SPECIES_DEWOTT	0.7	Derived	0.1304	ITEM_LIFE_ORB	NA
SPECIES_SIMIPOUR	Simipour	3	mixed_attacker	NA	mixed_attacker:0.7879;revenge_killer:0.7216;tank:0.6499	0.7879	0.6748	UNDEFINED	UNDEFINED	NR	0.1131	0.806	0.75	1.0	0.716	mixed	ABILITY_GLUTTONY	Serious	ITEM_BLACK_BELT	TRUE	Hydro Pump,Waterfall,Focus Punch,Focus Blast	498	1	Derived	evolution:EVO_ITEM:ITEM_WATER_STONE	0.7667	Derived	0.091	ITEM_CHOICE_SPECS	NA
SPECIES_SEISMITOAD	Seismitoad	3	mixed_attacker	NA	mixed_attacker:0.8437;tank:0.752	0.8437	0.752	UNDEFINED	UNDEFINED	NR	0.0917	0.735	0.75	1.0	0.9	mixed	ABILITY_SWIFT_SWIM	Serious	ITEM_MYSTIC_WATER	TRUE	Hydro Pump,Earthquake,Earth Power,Liquidation	509	7	Derived	evolution:EVO_LEVEL@36:from SPECIES_PALPITOAD	0.9167	Derived	0.0554	ITEM_CHOICE_SPECS	NA
SPECIES_KLEFKI	Klefki	3	mixed_attacker	tank	mixed_attacker:0.8051;tank:0.8045	0.8051	0.5397	UNDEFINED	UNDEFINED	NR	0.2654	0.64	0.5	1.0	0.988	mixed	ABILITY_PRANKSTER	Rash	ITEM_FAIRY_FEATHER	TRUE	Steel Beam,Play Rough,Dazzling Gleam,Cut	470	9	Asserted	wild	1.0	Derived	0.0	NA	NA
SPECIES_DIANCIE_MEGA	Diancie-Mega	3	mixed_attacker	NA	mixed_attacker:0.9976;revenge_killer:0.8602;tank:0.8193	0.9976	0.6819	UNDEFINED	UNDEFINED	NR	0.3157	0.994	1.0	1.0	0.998	mixed	ABILITY_MAGIC_BOUNCE	Naive	ITEM_FAIRY_FEATHER	TRUE	Meteor Beam,Stone Edge,Misty Explosion,Play Rough	700	7	Inferred	mega/primal form of SPECIES_DIANCIE (stone not resolved)	1.0	Derived	0.0	NA	NA
SPECIES_HAKAMO_O	Hakamo-o	3	mixed_attacker	tank	mixed_attacker:0.7004;tank:0.6652;weather_terrain_setter:0.3843	0.7004	0.5837	UNDEFINED	UNDEFINED	NR	0.1167	0.534	0.75	1.0	0.667	support	ABILITY_BULLETPROOF	Calm	ITEM_BERRY_JUICE	TRUE	Draco Meteor,Sandstorm,Close Combat,Focus Blast	420	7	Asserted	wild	0.7667	Derived	0.0156	ITEM_LIFE_ORB	NA
SPECIES_PHEROMOSA	Pheromosa	3	mixed_attacker	NA	mixed_attacker:0.7725;revenge_killer:0.708;regen_pivot:0.3682	0.7725	0.6204	UNDEFINED	UNDEFINED	NR	0.1521	0.976	0.75	1.0	0.571	mixed	ABILITY_BEAST_BOOST	Rash	ITEM_BLACK_BELT	TRUE	Close Combat,Focus Blast,Bug Buzz,U-turn	570	15	Asserted	wild	0.7167	Derived	0.0518	ITEM_LIFE_ORB	NA
SPECIES_POIPOLE	Poipole	3	mixed_attacker	wallbreaker_spec	mixed_attacker:0.6691;wallbreaker_spec:0.6445;wallbreaker_phys:0.6203	0.6691	0.0	UNDEFINED	UNDEFINED	NR	0.6691	0.583	1.0	1.0	0.433	mixed	ABILITY_BEAST_BOOST	Serious	ITEM_DRAGON_FANG	TRUE	Gunk Shot,Sludge Wave,Draco Meteor,Iron Tail	420	15	Asserted	wild	0.6167	Derived	0.0357	ITEM_LIFE_ORB	NA
SPECIES_IRON_VALIANT	Iron Valiant	3	mixed_attacker	wallbreaker_spec	mixed_attacker:0.9454;wallbreaker_spec:0.945;revenge_killer:0.8303	0.9454	0.8192	UNDEFINED	UNDEFINED	NR	0.1262	0.941	1.0	1.0	0.9	mixed	ABILITY_QUARK_DRIVE	Naive	ITEM_BLACK_BELT	TRUE	Close Combat,Focus Blast,Moonblast,Future Sight	590	15	Asserted	wild	0.8833	Derived	0.0054	ITEM_LIFE_ORB	NA
SPECIES_JELLICENT	Jellicent	3	mixed_wall	special_wall	mixed_wall:0.9465;special_wall:0.9145;physical_wall:0.884	0.9465	0.9162	0.8215	0.125	B	0.0303	0.842	1.0	1.0	0.96	support	ABILITY_WATER_ABSORB	Bold	ITEM_BERRY_JUICE	TRUE	Water Spout,Recover,Will-O-Wisp,Trick Room	480	4	Asserted	wild	1.0	Derived	0.0	NA	FALSE
SPECIES_DRAGONAIR	Dragonair	3	phazer	NA	phazer:0.2225	0.2225	0.0	0.3139	-0.0914	D	0.2225	0.5	0.3	0.0	0.15	physical	ABILITY_SHED_SKIN	Adamant	ITEM_LIFE_ORB	FALSE	Dragon Tail,Iron Tail,Body Slam,Slam	420	3	Asserted	wild	0.7	Derived	0.0	NA	FALSE
SPECIES_MANDIBUZZ	Mandibuzz	3	physical_wall	NA	physical_wall:0.764;special_wall:0.6996;mixed_wall:0.6996	0.764	0.0	0.54	0.224	S	0.764	0.968	0.75	0.0	0.956	support	ABILITY_FRISK	Bold	ITEM_BERRY_JUICE	TRUE	Brave Bird,Whirlwind,Defog,Roost	510	8	Derived	evolution:EVO_LEVEL@45:from SPECIES_VULLABY	1.0	Derived	0.0	NA	TRUE
SPECIES_GREAVARD	Greavard	3	physical_wall	NA	physical_wall:0.7199;special_wall:0.6519;weather_terrain_setter:0.528	0.7199	0.6056	0.54	0.1799	A	0.1143	0.321	0.75	0.8	0.949	support	ABILITY_PICKUP	Calm	ITEM_BERRY_JUICE	TRUE	Poltergeist,Roar,Rest,Sunny Day	290	6	Asserted	wild	0.8667	Derived	0.0	NA	FALSE
